   1.0000000000000000E-003  -2.0999999999999996        1.0000000000000000     
   1.0100000000000000E-003                 -Infinity                       NaN
   1.0200000000000001E-003                       NaN                       NaN
   1.0300000000000001E-003                       NaN                       NaN
   1.0400000000000001E-003                       NaN                       NaN
   1.0500000000000002E-003                       NaN                       NaN
   1.0600000000000002E-003                       NaN                       NaN
   1.0700000000000002E-003                       NaN                       NaN
   1.0800000000000002E-003                       NaN                       NaN
   1.0900000000000003E-003                       NaN                       NaN
   1.1000000000000003E-003                       NaN                       NaN
   1.1100000000000003E-003                       NaN                       NaN
   1.1200000000000003E-003                       NaN                       NaN
   1.1300000000000004E-003                       NaN                       NaN
   1.1400000000000004E-003                       NaN                       NaN
   1.1500000000000004E-003                       NaN                       NaN
   1.1600000000000004E-003                       NaN                       NaN
   1.1700000000000005E-003                       NaN                       NaN
   1.1800000000000005E-003                       NaN                       NaN
   1.1900000000000005E-003                       NaN                       NaN
   1.2000000000000005E-003                       NaN                       NaN
   1.2100000000000006E-003                       NaN                       NaN
   1.2200000000000006E-003                       NaN                       NaN
   1.2300000000000006E-003                       NaN                       NaN
   1.2400000000000007E-003                       NaN                       NaN
   1.2500000000000007E-003                       NaN                       NaN
   1.2600000000000007E-003                       NaN                       NaN
   1.2700000000000007E-003                       NaN                       NaN
   1.2800000000000008E-003                       NaN                       NaN
   1.2900000000000008E-003                       NaN                       NaN
   1.3000000000000008E-003                       NaN                       NaN
   1.3100000000000008E-003                       NaN                       NaN
   1.3200000000000009E-003                       NaN                       NaN
   1.3300000000000009E-003                       NaN                       NaN
   1.3400000000000009E-003                       NaN                       NaN
   1.3500000000000009E-003                       NaN                       NaN
   1.3600000000000010E-003                       NaN                       NaN
   1.3700000000000010E-003                       NaN                       NaN
   1.3800000000000010E-003                       NaN                       NaN
   1.3900000000000010E-003                       NaN                       NaN
   1.4000000000000011E-003                       NaN                       NaN
   1.4100000000000011E-003                       NaN                       NaN
   1.4200000000000011E-003                       NaN                       NaN
   1.4300000000000011E-003                       NaN                       NaN
   1.4400000000000012E-003                       NaN                       NaN
   1.4500000000000012E-003                       NaN                       NaN
   1.4600000000000012E-003                       NaN                       NaN
   1.4700000000000013E-003                       NaN                       NaN
   1.4800000000000013E-003                       NaN                       NaN
   1.4900000000000013E-003                       NaN                       NaN
   1.5000000000000013E-003                       NaN                       NaN
   1.5100000000000014E-003                       NaN                       NaN
   1.5200000000000014E-003                       NaN                       NaN
   1.5300000000000014E-003                       NaN                       NaN
   1.5400000000000014E-003                       NaN                       NaN
   1.5500000000000015E-003                       NaN                       NaN
   1.5600000000000015E-003                       NaN                       NaN
   1.5700000000000015E-003                       NaN                       NaN
   1.5800000000000015E-003                       NaN                       NaN
   1.5900000000000016E-003                       NaN                       NaN
   1.6000000000000016E-003                       NaN                       NaN
   1.6100000000000016E-003                       NaN                       NaN
   1.6200000000000016E-003                       NaN                       NaN
   1.6300000000000017E-003                       NaN                       NaN
   1.6400000000000017E-003                       NaN                       NaN
   1.6500000000000017E-003                       NaN                       NaN
   1.6600000000000018E-003                       NaN                       NaN
   1.6700000000000018E-003                       NaN                       NaN
   1.6800000000000018E-003                       NaN                       NaN
   1.6900000000000018E-003                       NaN                       NaN
   1.7000000000000019E-003                       NaN                       NaN
   1.7100000000000019E-003                       NaN                       NaN
   1.7200000000000019E-003                       NaN                       NaN
   1.7300000000000019E-003                       NaN                       NaN
   1.7400000000000020E-003                       NaN                       NaN
   1.7500000000000020E-003                       NaN                       NaN
   1.7600000000000020E-003                       NaN                       NaN
   1.7700000000000020E-003                       NaN                       NaN
   1.7800000000000021E-003                       NaN                       NaN
   1.7900000000000021E-003                       NaN                       NaN
   1.8000000000000021E-003                       NaN                       NaN
   1.8100000000000021E-003                       NaN                       NaN
   1.8200000000000022E-003                       NaN                       NaN
   1.8300000000000022E-003                       NaN                       NaN
   1.8400000000000022E-003                       NaN                       NaN
   1.8500000000000023E-003                       NaN                       NaN
   1.8600000000000023E-003                       NaN                       NaN
   1.8700000000000023E-003                       NaN                       NaN
   1.8800000000000023E-003                       NaN                       NaN
   1.8900000000000024E-003                       NaN                       NaN
   1.9000000000000024E-003                       NaN                       NaN
   1.9100000000000024E-003                       NaN                       NaN
   1.9200000000000024E-003                       NaN                       NaN
   1.9300000000000025E-003                       NaN                       NaN
   1.9400000000000025E-003                       NaN                       NaN
   1.9500000000000025E-003                       NaN                       NaN
   1.9600000000000025E-003                       NaN                       NaN
   1.9700000000000026E-003                       NaN                       NaN
   1.9800000000000026E-003                       NaN                       NaN
   1.9900000000000026E-003                       NaN                       NaN
   2.0000000000000026E-003                       NaN                       NaN
   2.0100000000000027E-003                       NaN                       NaN
   2.0200000000000027E-003                       NaN                       NaN
   2.0300000000000027E-003                       NaN                       NaN
   2.0400000000000027E-003                       NaN                       NaN
   2.0500000000000028E-003                       NaN                       NaN
   2.0600000000000028E-003                       NaN                       NaN
   2.0700000000000028E-003                       NaN                       NaN
   2.0800000000000029E-003                       NaN                       NaN
   2.0900000000000029E-003                       NaN                       NaN
   2.1000000000000029E-003                       NaN                       NaN
   2.1100000000000029E-003                       NaN                       NaN
   2.1200000000000030E-003                       NaN                       NaN
   2.1300000000000030E-003                       NaN                       NaN
   2.1400000000000030E-003                       NaN                       NaN
   2.1500000000000030E-003                       NaN                       NaN
   2.1600000000000031E-003                       NaN                       NaN
   2.1700000000000031E-003                       NaN                       NaN
   2.1800000000000031E-003                       NaN                       NaN
   2.1900000000000031E-003                       NaN                       NaN
   2.2000000000000032E-003                       NaN                       NaN
   2.2100000000000032E-003                       NaN                       NaN
   2.2200000000000032E-003                       NaN                       NaN
   2.2300000000000032E-003                       NaN                       NaN
   2.2400000000000033E-003                       NaN                       NaN
   2.2500000000000033E-003                       NaN                       NaN
   2.2600000000000033E-003                       NaN                       NaN
   2.2700000000000034E-003                       NaN                       NaN
   2.2800000000000034E-003                       NaN                       NaN
   2.2900000000000034E-003                       NaN                       NaN
   2.3000000000000034E-003                       NaN                       NaN
   2.3100000000000035E-003                       NaN                       NaN
   2.3200000000000035E-003                       NaN                       NaN
   2.3300000000000035E-003                       NaN                       NaN
   2.3400000000000035E-003                       NaN                       NaN
   2.3500000000000036E-003                       NaN                       NaN
   2.3600000000000036E-003                       NaN                       NaN
   2.3700000000000036E-003                       NaN                       NaN
   2.3800000000000036E-003                       NaN                       NaN
   2.3900000000000037E-003                       NaN                       NaN
   2.4000000000000037E-003                       NaN                       NaN
   2.4100000000000037E-003                       NaN                       NaN
   2.4200000000000037E-003                       NaN                       NaN
   2.4300000000000038E-003                       NaN                       NaN
   2.4400000000000038E-003                       NaN                       NaN
   2.4500000000000038E-003                       NaN                       NaN
   2.4600000000000039E-003                       NaN                       NaN
   2.4700000000000039E-003                       NaN                       NaN
   2.4800000000000039E-003                       NaN                       NaN
   2.4900000000000039E-003                       NaN                       NaN
   2.5000000000000040E-003                       NaN                       NaN
   2.5100000000000040E-003                       NaN                       NaN
   2.5200000000000040E-003                       NaN                       NaN
   2.5300000000000040E-003                       NaN                       NaN
   2.5400000000000041E-003                       NaN                       NaN
   2.5500000000000041E-003                       NaN                       NaN
   2.5600000000000041E-003                       NaN                       NaN
   2.5700000000000041E-003                       NaN                       NaN
   2.5800000000000042E-003                       NaN                       NaN
   2.5900000000000042E-003                       NaN                       NaN
   2.6000000000000042E-003                       NaN                       NaN
   2.6100000000000042E-003                       NaN                       NaN
   2.6200000000000043E-003                       NaN                       NaN
   2.6300000000000043E-003                       NaN                       NaN
   2.6400000000000043E-003                       NaN                       NaN
   2.6500000000000043E-003                       NaN                       NaN
   2.6600000000000044E-003                       NaN                       NaN
   2.6700000000000044E-003                       NaN                       NaN
   2.6800000000000044E-003                       NaN                       NaN
   2.6900000000000045E-003                       NaN                       NaN
   2.7000000000000045E-003                       NaN                       NaN
   2.7100000000000045E-003                       NaN                       NaN
   2.7200000000000045E-003                       NaN                       NaN
   2.7300000000000046E-003                       NaN                       NaN
   2.7400000000000046E-003                       NaN                       NaN
   2.7500000000000046E-003                       NaN                       NaN
